service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,service_name,case_record_type,date_updated,status,lat,lng,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description,urgent-yes_no
2475326,,,2019-01-01T13:12:00,86,Illegal Dumping,ESD Complaint/Report,2019-03-28T00:00:00,Closed,32.6937229,-117.1261316,8,2,Barrio Logan,,Mobile,,Left unwanted car parts & flatscreen TV parts,
2475327,,,2019-01-01T13:15:00,,Other,TSW,,Referred,32.804379,-117.011024,7,20,Navajo,,Mobile,This report has been referred to Police CRO ? Eastern at sdpdeastern@pd.sandiego.gov,Abandoned vehicle,
2475328,,40300092839,2019-01-01T13:15:00,6,Traffic Sign - Maintain,TSW,2019-01-07T00:00:00,Closed,32.81481393,-117.16384,6,6,Clairemont Mesa,,Phone,,PER PD STOP SIGN AT CORNER OF BATISTA & ARMSTRONG GOING N/B ARMSTRONG STOP SIGN AND POLE FELL IN BETWEEN STREET AND CURB,
2475329,,,2019-01-01T13:18:00,,Other,TSW,,Referred,32.80632,-117.015115,7,20,Navajo,,Mobile,This report has been referred to Police CRO ? Eastern at sdpdeastern@pd.sandiego.gov,There is an abandoned car. Grey Honda civic with the back end smashed in.,
2475330,,40300092855,2019-01-01T13:21:00,65,Street Sweeping,TSW,2019-03-07T00:00:00,Closed,32.8027187,-117.251284,2,27,Pacific Beach,,Web,,"It was  very windy today.  Due to the wind,  debris from 2 very large palms trees have fallen on the street and sidewalk in front of 1104 Chalcedony. 11-11 PALM FRONDS",
2475331,2475328,,2019-01-01T13:27:00,6,Traffic Sign - Maintain,TSW,2019-01-07T00:00:00,Closed,32.8146387,-117.1634457,6,6,Clairemont Mesa,,Web,,The sign has rusted through at the bottom and the sign post has fallen over.,
2475332,,,2019-01-01T13:28:00,114,Illegal Dumping,ESD Complaint/Report,2019-04-25T00:00:00,Closed,32.8027187,-117.251284,2,27,Pacific Beach,,Web,,Someone stacked large palm fronds in the alley.  They are too big for the trash containers and too heavy to lift.,
2475333,,,2019-01-01T13:29:00,27,Graffiti Removal,TSW,2019-01-28T00:00:00,Closed,32.7556014,-117.1393087,3,28,North Park,,Web,,,
2475334,,,2019-01-01T13:31:00,0,72 Hour Violation,Parking,2019-01-01T00:00:00,Closed,32.76227625,-117.1114492,3,59,Mid-City:Normal Heights,,Mobile,,"There has been a green van license plate FWS843 that has been parked in front of the soccer field/dog park at Ward Canyon community Park  going on four months now. Both myself,  my wife and my neighbors have asked her to move her vehicle from in front of our home and from outside of the neighborhood as we have seen several people coming up to her vehicle  and appears to be either selling drugs or buying drugs from someone. Also every morning around 10 AM she goes to the ward Canyon Park restrooms and spends about 20-30 minutes inside and a thick white cloud follows her. she hangs out around her van on the curb and in her van. we are just concerned because this is where we live and is a family neighborhood park where kids play. We are tired of seeing her living out of her van and do not want this in our neighborhood or around a park where children play for several more months.",
2475335,,,2019-01-01T13:32:00,6,Graffiti Removal,TSW,2019-01-07T00:00:00,Closed,32.7549808,-117.1417252,3,28,North Park,,Web,,,
2475336,,,2019-01-01T13:32:00,16,72 Hour Violation,Parking,2019-01-17T00:00:00,Closed,32.57456,-117.0454,8,25,Otay Mesa-Nestor,,Web,,Car has been parked for over a week.  Car has front bumper tied with rope through car hood to hold it up.  Front window is cracked really badly!,
2475337,,40300092920,2019-01-01T13:35:00,1,Pothole,TSW,2019-01-02T00:00:00,Closed,32.79133889,-117.2519186,2,27,Pacific Beach,,Web,,There is a dip at Pacific Beach and Bayard Street in Mission Bay.  It is actually located on Pacific Beach at the Fork with Bayard Street.  It seems to have gotten deeper since the previous rain.  I bike this street a lot and it looks like it could be a potential sink hole.,
2475338,,,2019-01-01T13:36:00,78,Dead Animal,ESD Complaint/Report,2019-03-20T00:00:00,Closed,32.7367243,-117.0791534,4,57,Mid-City:Eastern Area,,Mobile,,Dead skunk,
2475339,,,2019-01-01T13:37:00,6,Scavenging,ESD Complaint/Report,2019-01-07T00:00:00,Closed,32.7390175,-117.2543383,2,23,Ocean Beach,,Mobile,,"Dumping and scavenging behind apartments complex, apartment manager not taking action, rats and roaches, constant pile never clears, health hazard",
2475340,,40300092921,2019-01-01T13:40:00,230,Guardrails/Barrier Metal/Wooden,TSW,2019-08-19T00:00:00,Closed,32.8085089,-117.2663678,1,10,La Jolla,,Mobile,,Rotted wood fence fell or pulled out,
2475341,,40300092877,2019-01-01T13:43:00,23,Traffic Signal Timing Issue,TSW,2019-01-24T00:00:00,Closed,32.75974214,-117.0705159,9,38,College Area,,Mobile,,After road repairs were done to El Cajon blvd and the city changed the light pattern  The light takes 10 minutes before it ever changes and barely one car can get through the light this is now been happening for about a year and it is unsafe.,
2475342,,,2019-01-01T13:46:00,1,Missed Collection,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.8046836,-117.2602861,2,27,Pacific Beach,,Web,,"Container was out the night before, rest of street was collected, our's was missed.",
2475343,,,2019-01-01T13:56:00,1,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.92833,-117.1402445,6,15,Mira Mesa,,Mobile,,Parking on sidewalk,
2475344,,,2019-01-01T13:57:00,62,Illegal Dumping,ESD Complaint/Report,2019-03-04T00:00:00,Closed,32.799773,-117.233815,2,27,Pacific Beach,,Mobile,,Alley between Balboa and Hornblend. Illegal dumping of stolen property. Bikes are being reassembled to deter being caught with stolen property.,
2475345,2469515,,2019-01-01T13:59:00,1,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.75104,-117.24638,2,23,Ocean Beach,,Web,,"This is the 3rd complaint I have filed about this vehicle:                                       1) 02462255 - 12/10/2018 7:00 PM ? Closed2) 02469515 - 12/20/2018 6:23 PM ? New                                                                                     Today is January 1, 2019, and it has been over 3 weeks since my first complaint. No warning or ticket has been issued against this vehicle thus far. This vehicle has been ABANDONED and/or is INOPERABLE and must be removed immediately! Please take action today!",
2475346,,,2019-01-01T13:59:00,66,Illegal Dumping from Vehicle,ESD Complaint/Report,2019-03-08T00:00:00,Closed,32.5792416,-117.1017022,8,25,Otay Mesa-Nestor,,Web,,"Fat tire on the trailer.  Trash all around, in the street, on the sidewalk. Lots of junk and a mattress.",
2475347,,40300092885,2019-01-01T14:00:00,3,Pothole,TSW,2019-01-04T00:00:00,Closed,32.81900296,-117.1826043,6,6,Clairemont Mesa,,Mobile,,18 sq inches,
2475348,,40300092878,2019-01-01T14:01:00,,Pavement Repair Issue,TSW,,Referred,32.76399096,-117.0706338,9,38,College Area,,Mobile,,Road is completely disintegrated. We reported this more than one year ago and you closed the report and did  nothing. I damaged my motorcycle wheel as a result of this and will be dying the city for failure to fix 59th street and for closing out my report without any contact or any resolution   This is a safety hazard and it's ironic that the politicians who live one street over have s newly paved street in mint condition. Thus is an outrage. We demand that we are contacted immediately and not ignored as you did for 454 days since my last report. I will take this to the news media for failure to address.,
2475349,,,2019-01-01T14:01:00,2,Graffiti Removal,TSW,2019-01-03T00:00:00,Closed,32.82855323,-117.1932384,6,6,Clairemont Mesa,,Phone,,,
2475350,,,2019-01-01T14:02:00,1,72 Hour Violation,Parking,2019-01-02T00:00:00,Closed,32.74633899,-117.2543765,2,23,Ocean Beach,,Mobile,,Vehicle has been parked here for 3 months. Hasn't moved. There are cob webs growing around the wheels.,
2475351,2470222,,2019-01-01T14:05:00,2,Evaluate for Resurfacing,TSW,2019-01-03T00:00:00,Closed,32.79215282,-117.0097387,7,20,Navajo,,Mobile,,This is a small example of the potholes &missing asphalt on our street. Workers came out last week but patched only a few areas on our entire street. This street needs resurfacing.,
2475352,,,2019-01-01T14:11:00,10,72 Hour Violation,Parking,2019-01-11T00:00:00,Closed,32.88696,-117.17831,6,15,Mira Mesa,,Web,,It appears to be a broken down abandoned trailer,
2475353,,,2019-01-01T14:13:00,0,Parking Zone Violation,Parking,2019-01-01T00:00:00,Closed,32.75296216,-117.0951483,9,56,Mid-City:City Heights,,Mobile,,Car parked in front of our driveway. Our car is blocked.,
2475354,,40300092903,2019-01-01T14:16:00,1,Tree Stump Grinding - Contract,TSW,2019-01-02T00:00:00,Closed,32.8053942,-117.125874,7,35,Serra Mesa,,Web,,,
2475355,,,2019-01-01T14:21:00,1,Parking Zone Violation,Parking,2019-01-02T00:00:00,Closed,32.70718,-117.0322112,4,44,Skyline-Paradise Hills,,Mobile,,"This mangled car has been sitting on THE SIDE OF THE ROAD for a freaking WEEK! Like what the heck, how has the city not done anything yet. This is a busy and well-traveled road, and I see SDPD driving up and down it all the time, so I know they've seen this wrecked car here already. This is a hazard to motorists and pedestrians, it's blocking the sidewalk and there's busted glass and car debris all over the road. I know I don't pay taxes for this to take this long to get cleaned up! This is a hazard!",
2475356,,,2019-01-01T14:24:00,22,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.73017946,-117.1284763,3,28,North Park,,Mobile,,,
2475357,,,2019-01-01T14:25:00,,Sidewalk Repair Issue,TSW,,Referred,32.71675324,-117.1535097,3,4,Downtown,,Mobile,This report has been referred to TSW Sanitation (Human Excrement) at sanreq@sandiego.gov,Human feces (poop),
2475358,2427618,,2019-01-01T14:26:00,23,Illegal Dumping,ESD Complaint/Report,2019-01-24T00:00:00,Closed,32.7299736,-117.1285037,3,28,North Park,,Mobile,,In ally way between 30th and 31st street south of Kalmia and north of juniper,
2475359,,40300092904,2019-01-01T14:28:00,1,Pothole,TSW,2019-01-02T00:00:00,Closed,32.79408708,-117.1633452,7,12,Linda Vista,,Web,,Pothole on southbound Linda Vista Rd.,
2475360,,40300092887,2019-01-01T14:31:00,1,Pothole,TSW,2019-01-02T00:00:00,Closed,32.77845192,-117.066927,9,38,College Area,,Web,,Pothole on northbound College Avenue.,
2475361,,,2019-01-01T14:32:00,2,72 Hour Violation,Parking,2019-01-03T00:00:00,Closed,32.68141,-117.04574,4,44,Skyline-Paradise Hills,,Web,,Car parks mysteriously early in the morning and then is abandoned for days at a time.  This has been the fifth day since it has parked and has not moved once.,
2475362,,,2019-01-01T14:32:00,0,Oversized Vehicle Complaints,Parking,2019-01-01T00:00:00,Closed,32.93261,-117.14043,6,15,Mira Mesa,,Web,,"This vehicle has been parked along the curb on the street in front of my house since at least June 6, 2018.  It has not moved an inch since then.  The vehicle has to be at least 30 years old and is an eyesore that I don't need in front of my house.  It takes up parking space that I need for gardeners, tree trimmers, pest controllers, carpet cleaners and others that perform services at my home.  And, of course, it impacts my property value.  It is also starting to attract gang graffiti.  The vehicle belongs to a boarder of my next door neighbor.  I have asked him about moving the vehicle, but he complains that the engine isn't running correctly and he needs parts to fix it. He promised that he would have the money to fix the engine within two weeks after he collected the money from a customer.  That was at least two months ago.  Please do not let him know that I have filed this complaint as he lives next door to me and I don't want any trouble with him.   Photos showing the graffiti won't upload, size limits",
2475363,,,2019-01-01T14:34:00,,Other,Traffic Engineering,,Referred,32.78710226,-117.1635646,7,12,Linda Vista,,Mobile,This report has been referred to Private Contractor at trash@sandiego.gov,Lime scooter abandoned here. It has been here 16 days. I've reported to Lime support several times. They say they'll send someone to get it but it's still here after 2 weeks.,
2475364,2475354,,2019-01-01T14:37:00,1,Tree/Limb Fallen/Hanging,TSW,2019-01-02T00:00:00,Closed,32.8053942,-117.125874,7,35,Serra Mesa,,Web,,"Large branch has split from dying liquid amber tree on city frontage. Other section could fall, block street and hit and take down overhead wires.",
2475365,,,2019-01-01T14:37:00,17,72 Hour Violation,Parking,2019-01-18T00:00:00,Closed,32.80201,-117.23482,2,27,Pacific Beach,,Web,,"This car has been parked in front of my house for 2 weeks. Four cars can usually fit in that space, but because that car is slightly forward, it's throwing the parking out of whack. Furthermore, it's parked on a Wednesday side of the street, so it had better get a ticket tomorrow if it's not towed. Send Officer Brown.",
2475366,,40300092886,2019-01-01T14:38:00,43,Traffic Sign - Maintain,TSW,2019-02-13T00:00:00,Closed,32.77110762,-117.1623451,7,12,Linda Vista,,Phone,,,
2475367,,40300092879,2019-01-01T14:40:00,6,Tree/Limb Fallen/Hanging,TSW,2019-01-07T00:00:00,Closed,32.7107586,-117.1546647,3,4,Downtown,,Phone,,"TREE FALLEN ONTO VEHICLE ON 11TH AVE BETWEN MARKET AND ISLAND , 30 FT TREE BRANCH 15 FT RESTING ON RED CAR",
2475368,,,2019-01-01T14:42:00,1,Missed Collection,ESD Complaint/Report,2019-01-02T00:00:00,Closed,32.7636409,-117.1167548,3,59,Mid-City:Normal Heights,,Mobile,,Trash cans were not picked up at the end of last week. Still out there.,
2475369,,,2019-01-01T14:45:00,0,Parking Zone Violation,Parking,2019-01-01T00:00:00,Closed,32.75754975,-117.1332975,3,28,North Park,,Mobile,,Parking blocking alleyway,
2475370,,,2019-01-01T14:46:00,9,72 Hour Violation,Parking,2019-01-10T00:00:00,Closed,32.75073,-117.05463,4,57,Mid-City:Eastern Area,,Mobile,,Car not working amd they just park them out in the street like a car lot,
2475371,,,2019-01-01T14:48:00,2,Graffiti Removal,TSW,2019-01-03T00:00:00,Closed,32.75582715,-117.0917974,9,56,Mid-City:City Heights,,Mobile,,,
2475372,,,2019-01-01T14:48:00,22,Graffiti Removal,TSW,2019-01-23T00:00:00,Closed,32.75404184,-117.0907974,9,56,Mid-City:City Heights,,Mobile,,Back wall in alley,
2475373,,,2019-01-01T14:49:00,16,72 Hour Violation,Parking,2019-01-17T00:00:00,Closed,32.69895431,-117.0788839,4,11,Encanto Neighborhoods,,Mobile,,,
2475374,,40300092911,2019-01-01T14:56:00,399,Tree Trimming Contract,TSW,,In Process,32.69912,-117.0788278,4,11,Encanto Neighborhoods,,Mobile,,"Palms seeds every day felt . Make all disturbing of my driveway , concrete, because grow. Also start growing in my property and make my grass died . No body clean it , I need to do . Sometimes big peace of palm come down and I am scare about it , because I have 3 years old little daughter, and it's also can fall to my cars and make it to be damaged. I want actually ask to cut does two PALM , because I can't do this, its property of city. Want you guys help me with that , I am tired for 4 years living here see all this and survive with this. Thank you.",
2475375,2463181,,2019-01-01T14:59:00,3,Container Left Out,ESD Complaint/Report,2019-01-04T00:00:00,Closed,32.7466529,-117.089329,9,56,Mid-City:City Heights,,Mobile,,Trash cans are left outsude,
2475376,,,2019-01-01T15:02:00,399,Parking Zone Violation,Parking,,New,32.55824,-117.0525,8,33,San Ysidro,,Web,,vehicle has been parked on my parking space since december 20 2018 currently over 11 days. The vehicle has already accumulated a lot of dust and is blocking my access to the drive way . This is a common problem in this area since people leave their cars and go to mexico. this car in particular has been doing the same thing for months now and is constantly violating the 72 hour rule. (the images i uploaded reflect that the vehicle has not moved in almost two weeks.,
2475377,2463180,,2019-01-01T15:03:00,386,Remove/Spray Weeds,TSW,2020-01-22T00:00:00,Closed,32.746179,-117.089333,9,56,Mid-City:City Heights,,Mobile,,Trees don't get trim. They comer 90% of the sidewalk,
2475378,,,2019-01-01T15:03:00,52,Graffiti Removal,TSW,2019-02-22T00:00:00,Closed,32.79723386,-117.2516801,2,27,Pacific Beach,,Mobile,,,
2475379,,40300092856,2019-01-01T15:05:00,1,Pothole,TSW,2019-01-02T00:00:00,Closed,32.80183799,-117.2317112,2,27,Pacific Beach,,Mobile,,Large pothole on north east northern of Noyes and garnet intersection. Causes vehicle tire damage when turning right (northbound) onto Noyes St. Please fill in pothole.,
2475380,,40300092922,2019-01-01T15:05:00,23,Traffic Signal On Flash,TSW,2019-01-24T00:00:00,Closed,32.68151005,-117.0420615,4,44,Skyline-Paradise Hills,,Phone,,PER PD ALL LIGHTS ON FLASH AT S WOODMAN AND RAMFOS,
2475381,,40300092905,2019-01-01T15:09:00,1,Pothole,TSW,2019-01-02T00:00:00,Closed,32.8314479,-117.1866034,6,6,Clairemont Mesa,,Web,,"A hole is forming in the asphalt in the center of the street, in front of this home, on the slope. Thank you kindly for attending to this matter before it becomes worse.",
